Name,Size / Usage,Context,Input,Digest,Updated,source,size_gb
qwen3-embedding:0.6b,639MB,32K,Text,ac6da0dfba84,11 months ago,qwen\qwen3-embedding.csv,0.6240234375
qwen3-embedding:0.6b-q8_0,639MB,32K,Text,ac6da0dfba84,11 months ago,qwen\qwen3-embedding.csv,0.6240234375
llama3.2:1b-instruct-q3_K_S,642MB,128K,Text,109ea9f8f55f,1 year ago,llama\llama3.2.csv,0.626953125
llama3.2:1b-text-q3_K_S,642MB,128K,Text,c74a13c9d01e,1 year ago,llama\llama3.2.csv,0.626953125
deepseek-coder:1.3b-base-q3_K_S,659MB,16K,Text,3a3c3bc11d11,2 years ago,deepseek\deepseek-coder.csv,0.6435546875
granite3.1-moe:1b-instruct-q3_K_M,659MB,128K,Text,9c633a5e3790,1 year ago,ibm\granite3.1-moe.csv,0.6435546875
deepseek-coder:1.3b-instruct-q3_K_S,659MB,16K,Text,4c1eaf4c63f8,2 years ago,deepseek\deepseek-coder.csv,0.6435546875
granite3.1-moe:1b-base-q3_K_M,659MB,128K,Text,0e2f7fc14512,1 year ago,ibm\granite3.1-moe.csv,0.6435546875
granite3-moe:1b-instruct-q3_K_M,659MB,4K,Text,ee08f6aba672,1 year ago,ibm\granite3-moe.csv,0.6435546875
granite3-moe:1b-instruct-q3_K_M,659MB,4K,Text,ea6a79b9b3cc,1 year ago,granite\granite3-moe.csv,0.6435546875
qwen:0.5b-text-v1.5-q8_0,665MB,32K,Text,c92fe3f525ea,2 years ago,qwen\qwen.csv,0.6494140625
qwen:0.5b-chat-v1.5-q8_0,665MB,32K,Text,38781999773b,2 years ago,qwen\qwen.csv,0.6494140625
llama-guard3:1b-q2_K,667MB,128K,Text,4f4a8f765204,1 year ago,llama\llama-guard3.csv,0.6513671875
granite3.1-moe:1b-instruct-q3_K_M,671MB,128K,Text,a9921af691fb,1 year ago,granite\granite3.1-moe.csv,0.6552734375
qwen2.5:1.5b-instruct-q2_K,676MB,32K,Text,c239521b8b51,1 year ago,qwen\qwen2.5.csv,0.66015625
qwen2:1.5b-instruct-q2_K,676MB,32K,Text,7851c5581bce,2 years ago,qwen\qwen2.csv,0.66015625
qwen2.5-coder:1.5b-instruct-q2_K,676MB,32K,Text,5008a5a67b13,1 year ago,qwen\qwen2.5-coder.csv,0.66015625
qwen2.5-coder:1.5b-base-q2_K,676MB,32K,Text,21495720163c,1 year ago,qwen\qwen2.5-coder.csv,0.66015625
granite3-moe:1b-base-q3_K_M,680MB,4K,Text,30c6e9bd419c,1 year ago,ibm\granite3-moe.csv,0.6640625
granite4:350m-h-base-bf16,685MB,1M,Text,d0e2a7befca8,10 months ago,ibm\granite4.csv,0.6689453125
granite4:350m-h-f16,685MB,1M,Text,ee5b4752df5b,10 months ago,ibm\granite4.csv,0.6689453125
granite4:350m-h-base-f16,685MB,1M,Text,ab2c68ebd903,10 months ago,ibm\granite4.csv,0.6689453125
granite4:350m-h-bf16,685MB,1M,Text,c0e597002a17,10 months ago,ibm\granite4.csv,0.6689453125
llama3.2:1b-text-q3_K_M,691MB,128K,Text,3bbcd4bb53ad,1 year ago,llama\llama3.2.csv,0.6748046875
llama3.2:1b-instruct-q3_K_M,691MB,128K,Text,8459ea7be88f,1 year ago,llama\llama3.2.csv,0.6748046875
granite4:1b-h-base-q3_K_S,695MB,1M,Text,04d1bd28c0d1,10 months ago,ibm\granite4.csv,0.6787109375
granite4:1b-h-q3_K_S,695MB,1M,Text,f691cbdffe22,10 months ago,ibm\granite4.csv,0.6787109375
granite4:1b-base-q2_K,702MB,128K,Text,058f7f8a5050,10 months ago,ibm\granite4.csv,0.685546875
granite4:1b-q2_K,702MB,128K,Text,fa4051ba3820,10 months ago,ibm\granite4.csv,0.685546875
deepseek-coder:1.3b-instruct-q3_K_M,705MB,16K,Text,1cd27a52ef39,2 years ago,deepseek\deepseek-coder.csv,0.6884765625
deepseek-coder:1.3b-base-q3_K_M,705MB,16K,Text,08722dd8ec98,2 years ago,deepseek\deepseek-coder.csv,0.6884765625
granite4:350m-f16,708MB,32K,Text,5f406a30dfcd,10 months ago,ibm\granite4.csv,0.69140625
granite4:350m-base-f16,708MB,32K,Text,db71f755768b,10 months ago,ibm\granite4.csv,0.69140625
granite4:350m-base-bf16,708MB,32K,Text,e22733e34ef0,10 months ago,ibm\granite4.csv,0.69140625
granite4:350m-bf16,708MB,32K,Text,5eee845b49c4,10 months ago,ibm\granite4.csv,0.69140625
granite4:350m,708MB,32K,Text,5eee845b49c4,10 months ago,ibm\granite4.csv,0.69140625
granite3-moe:1b-instruct-q3_K_L,711MB,4K,Text,cce9d2fec272,1 year ago,ibm\granite3-moe.csv,0.6943359375
granite3.1-moe:1b-base-q3_K_L,711MB,128K,Text,07fc3b31653e,1 year ago,ibm\granite3.1-moe.csv,0.6943359375
granite3.1-moe:1b-instruct-q3_K_L,711MB,128K,Text,a3c5aa2de112,1 year ago,ibm\granite3.1-moe.csv,0.6943359375
granite3-moe:1b-instruct-q3_K_L,711MB,4K,Text,bbb955565d3d,1 year ago,granite\granite3-moe.csv,0.6943359375
granite3.1-moe:1b-instruct-q3_K_L,724MB,128K,Text,38e819bae7cb,1 year ago,granite\granite3.1-moe.csv,0.70703125
granite4:1b-h-q3_K_M,732MB,1M,Text,45a24969d797,10 months ago,ibm\granite4.csv,0.71484375
granite4:1b-h-base-q3_K_M,732MB,1M,Text,9a94d8a83cda,10 months ago,ibm\granite4.csv,0.71484375
llama3.2:1b-text-q3_K_L,733MB,128K,Text,62d0627d1f48,1 year ago,llama\llama3.2.csv,0.7158203125
granite3-moe:1b-base-q3_K_L,733MB,4K,Text,3c85e3423f9d,1 year ago,ibm\granite3-moe.csv,0.7158203125
llama3.2:1b-instruct-q3_K_L,733MB,128K,Text,1a709e91d2fb,1 year ago,llama\llama3.2.csv,0.7158203125
deepseek-coder:1.3b-base-q3_K_L,745MB,16K,Text,9884474f8e97,2 years ago,deepseek\deepseek-coder.csv,0.7275390625
deepseek-coder:1.3b-instruct-q3_K_L,745MB,16K,Text,0d2f32faf31e,2 years ago,deepseek\deepseek-coder.csv,0.7275390625
llama-guard3:1b-q3_K_S,755MB,128K,Text,ba60616a0c42,1 year ago,llama\llama-guard3.csv,0.7373046875
qwen2:1.5b-instruct-q3_K_S,761MB,32K,Text,980b3bdef07c,2 years ago,qwen\qwen2.csv,0.7431640625
qwen2.5-coder:1.5b-instruct-q3_K_S,761MB,32K,Text,50b6466504f4,1 year ago,qwen\qwen2.5-coder.csv,0.7431640625
qwen2.5:1.5b-instruct-q3_K_S,761MB,32K,Text,2ead4934f6e9,1 year ago,qwen\qwen2.5.csv,0.7431640625
qwen2.5-coder:1.5b-base-q3_K_S,761MB,32K,Text,a8bf69c72535,1 year ago,qwen\qwen2.5-coder.csv,0.7431640625
granite4:1b-h-q3_K_L,763MB,1M,Text,9996a7ac4deb,10 months ago,ibm\granite4.csv,0.7451171875
granite4:1b-h-base-q3_K_L,763MB,1M,Text,9de46b2c53ea,10 months ago,ibm\granite4.csv,0.7451171875
granite3-moe:1b-instruct-q4_0,768MB,4K,Text,2ec20367b8e4,1 year ago,ibm\granite3-moe.csv,0.75
granite3-moe:1b-instruct-q4_0,768MB,4K,Text,9b6ee4c08df8,1 year ago,granite\granite3-moe.csv,0.75
granite3.1-moe:1b-base-q4_0,768MB,128K,Text,9ce38673700d,1 year ago,ibm\granite3.1-moe.csv,0.75
granite3.1-moe:1b-instruct-q4_0,768MB,128K,Text,ccae5a934aa0,1 year ago,ibm\granite3.1-moe.csv,0.75
llama3.2:1b-text-q4_0,771MB,128K,Text,33ce72b3b1b1,1 year ago,llama\llama3.2.csv,0.7529296875
llama3.2:1b-instruct-q4_0,771MB,128K,Text,53f2745c8077,1 year ago,llama\llama3.2.csv,0.7529296875
granite3.1-moe:1b-base-q4_K_S,775MB,128K,Text,3eef8013fd1e,1 year ago,ibm\granite3.1-moe.csv,0.7568359375
granite3-moe:1b-instruct-q4_K_S,775MB,4K,Text,76e6392d08a3,1 year ago,granite\granite3-moe.csv,0.7568359375
granite3-moe:1b-instruct-q4_K_S,775MB,4K,Text,80e10919162f,1 year ago,ibm\granite3-moe.csv,0.7568359375
granite3.1-moe:1b-instruct-q4_K_S,775MB,128K,Text,8490555d7cdd,1 year ago,ibm\granite3.1-moe.csv,0.7568359375
deepseek-coder:1.3b-base,776MB,16K,Text,3b417b786925,2 years ago,deepseek\deepseek-coder.csv,0.7578125
llama3.2:1b-instruct-q4_K_S,776MB,128K,Text,f56eaefc2343,1 year ago,llama\llama3.2.csv,0.7578125
deepseek-coder:1.3b-instruct,776MB,16K,Text,3ddd2d3fc8d2,2 years ago,deepseek\deepseek-coder.csv,0.7578125
deepseek-coder:instruct,776MB,16K,Text,3ddd2d3fc8d2,2 years ago,deepseek\deepseek-coder.csv,0.7578125
deepseek-coder:1.3b-base-q4_0,776MB,16K,Text,3b417b786925,2 years ago,deepseek\deepseek-coder.csv,0.7578125
deepseek-coder:1.3b-instruct-q4_0,776MB,16K,Text,3ddd2d3fc8d2,2 years ago,deepseek\deepseek-coder.csv,0.7578125
llama3.2:1b-text-q4_K_S,776MB,128K,Text,06bf8ed406f1,1 year ago,llama\llama3.2.csv,0.7578125
deepseek-coder:latest,776MB,16K,Text,3ddd2d3fc8d2,2 years ago,deepseek\deepseek-coder.csv,0.7578125
deepseek-coder:1.3b,776MB,16K,Text,3ddd2d3fc8d2,2 years ago,deepseek\deepseek-coder.csv,0.7578125
deepseek-coder:base,776MB,16K,Text,3b417b786925,2 years ago,deepseek\deepseek-coder.csv,0.7578125
granite3.1-moe:1b-instruct-q4_0,781MB,128K,Text,f1e180ae50b0,1 year ago,granite\granite3.1-moe.csv,0.7626953125
granite4:1b-base-q3_K_S,786MB,128K,Text,702676384ab6,10 months ago,ibm\granite4.csv,0.767578125
granite4:1b-q3_K_S,786MB,128K,Text,ac1ed87332d8,10 months ago,ibm\granite4.csv,0.767578125
granite3.1-moe:1b-instruct-q4_K_S,787MB,128K,Text,531849afb99e,1 year ago,granite\granite3.1-moe.csv,0.7685546875
granite3-moe:1b-base-q4_0,797MB,4K,Text,bf0c85742d1a,1 year ago,ibm\granite3-moe.csv,0.7783203125
granite3-moe:1b-base-q4_K_S,803MB,4K,Text,d5da58ee49b9,1 year ago,ibm\granite3-moe.csv,0.7841796875
llama-guard3:1b-q3_K_M,804MB,128K,Text,b78caaa936b2,1 year ago,llama\llama-guard3.csv,0.78515625
llama3.2:1b-text-q4_K_M,808MB,128K,Text,131cc658d843,1 year ago,llama\llama3.2.csv,0.7890625
llama3.2:1b-instruct-q4_K_M,808MB,128K,Text,22bc6b92eb01,1 year ago,llama\llama3.2.csv,0.7890625
deepseek-coder:1.3b-instruct-q4_K_S,815MB,16K,Text,47ca84afbf6d,2 years ago,deepseek\deepseek-coder.csv,0.7958984375
gemma3:1b,815MB,32K,Text,8648f39daa8f,1 year ago,gemma\gemma3.csv,0.7958984375
gemma3:1b-it-q4_K_M,815MB,32K,Text,8648f39daa8f,1 year ago,gemma\gemma3.csv,0.7958984375
deepseek-coder:1.3b-base-q4_K_S,815MB,16K,Text,2c83b95953cd,2 years ago,deepseek\deepseek-coder.csv,0.7958984375
granite3-moe:1b,822MB,4K,Text,d84e1e38ee39,1 year ago,granite\granite3-moe.csv,0.802734375
granite3-moe:1b,822MB,4K,Text,412eea6889de,1 year ago,ibm\granite3-moe.csv,0.802734375
granite3-moe:latest,822MB,4K,Text,d84e1e38ee39,1 year ago,granite\granite3-moe.csv,0.802734375
granite3-moe:1b-instruct-q4_K_M,822MB,4K,Text,d84e1e38ee39,1 year ago,granite\granite3-moe.csv,0.802734375
granite3.1-moe:1b,822MB,128K,Text,510368d8951b,1 year ago,ibm\granite3.1-moe.csv,0.802734375
granite3.1-moe:1b-instruct-q4_K_M,822MB,128K,Text,510368d8951b,1 year ago,ibm\granite3.1-moe.csv,0.802734375
granite3-moe:1b-instruct-q4_K_M,822MB,4K,Text,412eea6889de,1 year ago,ibm\granite3-moe.csv,0.802734375
granite3.1-moe:1b-base-q4_K_M,822MB,128K,Text,ca456fb7a8c6,1 year ago,ibm\granite3.1-moe.csv,0.802734375
qwen2.5:1.5b-instruct-q3_K_M,824MB,32K,Text,5a4d48f91dab,1 year ago,qwen\qwen2.5.csv,0.8046875
qwen2:1.5b-instruct-q3_K_M,824MB,32K,Text,4a143b4bca71,2 years ago,qwen\qwen2.csv,0.8046875
qwen2.5-coder:1.5b-base-q3_K_M,824MB,32K,Text,c60d4f18ee47,1 year ago,qwen\qwen2.5-coder.csv,0.8046875
qwen2.5-coder:1.5b-instruct-q3_K_M,824MB,32K,Text,3100989a4f7e,1 year ago,qwen\qwen2.5-coder.csv,0.8046875
qwen3:0.6b-q8_0,832MB,40K,Text,f6358994266d,1 year ago,qwen\qwen3.csv,0.8125
llama3.2:1b-instruct-q4_1,832MB,128K,Text,6163c9206d44,1 year ago,llama\llama3.2.csv,0.8125
llama3.2:1b-text-q4_1,832MB,128K,Text,280b5553539c,1 year ago,llama\llama3.2.csv,0.8125
granite3.1-moe:1b-instruct-q4_K_M,834MB,128K,Text,f825ee9e296f,1 year ago,granite\granite3.1-moe.csv,0.814453125
llama-guard3:1b-q3_K_L,845MB,128K,Text,56573dbb7522,1 year ago,llama\llama-guard3.csv,0.8251953125
granite3.1-moe:1b-base-q4_1,849MB,128K,Text,a9595d72e87d,1 year ago,ibm\granite3.1-moe.csv,0.8291015625
granite3.1-moe:1b-instruct-q4_1,849MB,128K,Text,f7f109bb91ea,1 year ago,ibm\granite3.1-moe.csv,0.8291015625
granite3-moe:1b-instruct-q4_1,849MB,4K,Text,64cb2cb753a0,1 year ago,ibm\granite3-moe.csv,0.8291015625
granite3-moe:1b-instruct-q4_1,849MB,4K,Text,c3aa5d722767,1 year ago,granite\granite3-moe.csv,0.8291015625
granite3-moe:1b-base-q4_K_M,850MB,4K,Text,bf5713f93334,1 year ago,ibm\granite3-moe.csv,0.830078125
qwen:1.8b-chat-q2_K,853MB,8K,Text,467dbacce487,2 years ago,qwen\qwen.csv,0.8330078125
qwen:1.8b-text-q2_K,853MB,8K,Text,25e8928e67d8,2 years ago,qwen\qwen.csv,0.8330078125
deepseek-coder:1.3b-base-q4_1,856MB,16K,Text,75c6c24f8b9a,2 years ago,deepseek\deepseek-coder.csv,0.8359375
deepseek-coder:1.3b-instruct-q4_1,856MB,16K,Text,403b7eec078d,2 years ago,deepseek\deepseek-coder.csv,0.8359375
granite4:1b-q3_K_M,860MB,128K,Text,ceb1c75e26f1,10 months ago,ibm\granite4.csv,0.83984375
granite4:1b-base-q3_K_M,860MB,128K,Text,4952c67a331f,10 months ago,ibm\granite4.csv,0.83984375
granite3.1-moe:1b-instruct-q4_1,861MB,128K,Text,d62c69d05bc9,1 year ago,granite\granite3.1-moe.csv,0.8408203125
qwen:1.8b-chat-v1.5-q2_K,863MB,32K,Text,5ec5deec0331,2 years ago,qwen\qwen.csv,0.8427734375
qwen:1.8b-text-v1.5-q2_K,863MB,32K,Text,9fbae281c54a,2 years ago,qwen\qwen.csv,0.8427734375
granite4:1b-h-base-q4_0,868MB,1M,Text,5e5794340010,10 months ago,ibm\granite4.csv,0.84765625
granite4:1b-h-q4_0,868MB,1M,Text,02302f39df66,10 months ago,ibm\granite4.csv,0.84765625
granite4:1b-h-q4_K_S,873MB,1M,Text,24456b5fd2da,10 months ago,ibm\granite4.csv,0.8525390625
granite4:1b-h-base-q4_K_S,873MB,1M,Text,cb390dcab69a,10 months ago,ibm\granite4.csv,0.8525390625
deepseek-coder:1.3b-base-q4_K_M,874MB,16K,Text,4e17652b15c5,2 years ago,deepseek\deepseek-coder.csv,0.853515625
deepseek-coder:1.3b-instruct-q4_K_M,874MB,16K,Text,d84d8a173290,2 years ago,deepseek\deepseek-coder.csv,0.853515625
granite3-moe:1b-base-q4_1,880MB,4K,Text,23f343d74126,1 year ago,ibm\granite3-moe.csv,0.859375
qwen2:1.5b-instruct-q3_K_L,880MB,32K,Text,2c7ac92e9b2a,2 years ago,qwen\qwen2.csv,0.859375
qwen2.5:1.5b-instruct-q3_K_L,880MB,32K,Text,b16c18a133fa,1 year ago,qwen\qwen2.5.csv,0.859375
qwen2.5-coder:1.5b-base-q3_K_L,880MB,32K,Text,4426c1041b69,1 year ago,qwen\qwen2.5-coder.csv,0.859375
qwen2.5-coder:1.5b-instruct-q3_K_L,880MB,32K,Text,ec7d0b60e2cd,1 year ago,qwen\qwen2.5-coder.csv,0.859375
llama3.2:1b-instruct-q5_0,893MB,128K,Text,e903048bd12a,1 year ago,llama\llama3.2.csv,0.8720703125
llama3.2:1b-text-q5_0,893MB,128K,Text,b51a18e69a04,1 year ago,llama\llama3.2.csv,0.8720703125
llama3.2:1b-instruct-q5_K_S,893MB,128K,Text,751fb3907a1a,1 year ago,llama\llama3.2.csv,0.8720703125
llama3.2:1b-text-q5_K_S,893MB,128K,Text,297b115ffc1d,1 year ago,llama\llama3.2.csv,0.8720703125
granite4:1b-h-base-q4_K_M,901MB,1M,Text,1b08c9e641aa,10 months ago,ibm\granite4.csv,0.8798828125
granite4:1b-h-q4_K_M,901MB,1M,Text,0edb9a6ca284,10 months ago,ibm\granite4.csv,0.8798828125
llama3.2:1b-text-q5_K_M,912MB,128K,Text,87388f217df5,1 year ago,llama\llama3.2.csv,0.890625
llama3.2:1b-instruct-q5_K_M,912MB,128K,Text,3df5a9009be6,1 year ago,llama\llama3.2.csv,0.890625
llama-guard3:1b-q4_0,919MB,128K,Text,9ef1b1d8bcf1,1 year ago,llama\llama-guard3.csv,0.8974609375
llama-guard3:1b-q4_K_S,923MB,128K,Text,c704818a1eb7,1 year ago,llama\llama-guard3.csv,0.9013671875
granite4:1b-q3_K_L,926MB,128K,Text,43668b72fe11,10 months ago,ibm\granite4.csv,0.904296875
granite4:1b-base-q3_K_L,926MB,128K,Text,65ffca9fa61c,10 months ago,ibm\granite4.csv,0.904296875
granite3-moe:1b-instruct-q5_0,929MB,4K,Text,f49b9c68d958,1 year ago,granite\granite3-moe.csv,0.9072265625
granite3.1-moe:1b-base-q5_K_S,929MB,128K,Text,7c12116ef9d6,1 year ago,ibm\granite3.1-moe.csv,0.9072265625
granite3.1-moe:1b-instruct-q5_0,929MB,128K,Text,275b4a3cdc41,1 year ago,ibm\granite3.1-moe.csv,0.9072265625
granite3-moe:1b-instruct-q5_K_S,929MB,4K,Text,427124d0793f,1 year ago,granite\granite3-moe.csv,0.9072265625
granite3-moe:1b-instruct-q5_K_S,929MB,4K,Text,3269f94b9141,1 year ago,ibm\granite3-moe.csv,0.9072265625
granite3-moe:1b-instruct-q5_0,929MB,4K,Text,f5b0ed0fd0ad,1 year ago,ibm\granite3-moe.csv,0.9072265625
granite3.1-moe:1b-instruct-q5_K_S,929MB,128K,Text,b5a7417ac31b,1 year ago,ibm\granite3.1-moe.csv,0.9072265625
granite3.1-moe:1b-base-q5_0,929MB,128K,Text,97bfbc6ea723,1 year ago,ibm\granite3.1-moe.csv,0.9072265625
qwen2.5:1.5b-instruct-q4_0,935MB,32K,Text,635e70c8687b,1 year ago,qwen\qwen2.5.csv,0.9130859375
qwen2.5-coder:1.5b-instruct-q4_0,935MB,32K,Text,27dfe771df04,1 year ago,qwen\qwen2.5-coder.csv,0.9130859375
qwen2.5-coder:1.5b-base-q4_0,935MB,32K,Text,d7b55910863e,1 year ago,qwen\qwen2.5-coder.csv,0.9130859375
qwen2:1.5b-instruct-q4_0,935MB,32K,Text,f6daf2b25194,2 years ago,qwen\qwen2.csv,0.9130859375
qwen2:1.5b-instruct,935MB,32K,Text,f6daf2b25194,2 years ago,qwen\qwen2.csv,0.9130859375
qwen2:1.5b,935MB,32K,Text,f6daf2b25194,2 years ago,qwen\qwen2.csv,0.9130859375
deepseek-coder:1.3b-instruct-q5_0,936MB,16K,Text,5f4cd944cf61,2 years ago,deepseek\deepseek-coder.csv,0.9140625
deepseek-coder:1.3b-base-q5_0,936MB,16K,Text,2d4798d07377,2 years ago,deepseek\deepseek-coder.csv,0.9140625
qwen2.5-coder:1.5b-instruct-q4_K_S,940MB,32K,Text,0c75bb7da9d0,1 year ago,qwen\qwen2.5-coder.csv,0.91796875
qwen2:1.5b-instruct-q4_K_S,940MB,32K,Text,976868269c51,2 years ago,qwen\qwen2.csv,0.91796875
qwen2.5:1.5b-instruct-q4_K_S,940MB,32K,Text,17dd5468f0a7,1 year ago,qwen\qwen2.5.csv,0.91796875
qwen2.5-coder:1.5b-base-q4_K_S,940MB,32K,Text,08ec5a15b673,1 year ago,qwen\qwen2.5-coder.csv,0.91796875
granite3.1-moe:1b-instruct-q5_K_S,941MB,128K,Text,fcc3d042cf51,1 year ago,granite\granite3.1-moe.csv,0.9189453125
granite3.1-moe:1b-instruct-q5_0,941MB,128K,Text,3d8012283ac9,1 year ago,granite\granite3.1-moe.csv,0.9189453125
granite4:1b-h-q4_1,950MB,1M,Text,8eb7be51e860,10 months ago,ibm\granite4.csv,0.927734375
granite4:1b-h-base-q4_1,950MB,1M,Text,548994e31191,10 months ago,ibm\granite4.csv,0.927734375
deepseek-coder:1.3b-instruct-q5_K_S,953MB,16K,Text,ca290ca9a10a,2 years ago,deepseek\deepseek-coder.csv,0.9306640625
llama3.2:1b-text-q5_1,953MB,128K,Text,b495a5b181dd,1 year ago,llama\llama3.2.csv,0.9306640625
deepseek-coder:1.3b-base-q5_K_S,953MB,16K,Text,f2689d6fec98,2 years ago,deepseek\deepseek-coder.csv,0.9306640625
llama3.2:1b-instruct-q5_1,953MB,128K,Text,910be2666935,1 year ago,llama\llama3.2.csv,0.9306640625
llama-guard3:1b-q4_K_M,955MB,128K,Text,f00008beff55,1 year ago,llama\llama-guard3.csv,0.9326171875
granite3.1-moe:1b-instruct-q5_K_M,956MB,128K,Text,fe232dba3829,1 year ago,ibm\granite3.1-moe.csv,0.93359375
granite3-moe:1b-instruct-q5_K_M,956MB,4K,Text,0f7b50af0817,1 year ago,ibm\granite3-moe.csv,0.93359375
granite3-moe:1b-instruct-q5_K_M,956MB,4K,Text,c51ea1c8bab3,1 year ago,granite\granite3-moe.csv,0.93359375
granite3.1-moe:1b-base-q5_K_M,956MB,128K,Text,a8c103ddab62,1 year ago,ibm\granite3.1-moe.csv,0.93359375
granite3-moe:1b-base-q5_K_S,963MB,4K,Text,b01d5ecb7f71,1 year ago,ibm\granite3-moe.csv,0.9404296875
granite3-moe:1b-base-q5_0,963MB,4K,Text,229e3fac3caf,1 year ago,ibm\granite3-moe.csv,0.9404296875
granite3.1-moe:1b-instruct-q5_K_M,969MB,128K,Text,6c0ad5f8dbc5,1 year ago,granite\granite3.1-moe.csv,0.9462890625
qwen:1.8b-text-v1.5-q3_K_S,970MB,32K,Text,cfddca3d7609,2 years ago,qwen\qwen.csv,0.947265625
qwen:1.8b-chat-q3_K_S,970MB,8K,Text,9c807784e6fb,2 years ago,qwen\qwen.csv,0.947265625
qwen:1.8b-text-q3_K_S,970MB,8K,Text,6d276d0b0e4d,2 years ago,qwen\qwen.csv,0.947265625
qwen:1.8b-chat-v1.5-q3_K_S,970MB,32K,Text,45631575b031,2 years ago,qwen\qwen.csv,0.947265625
granite4:1b-q4_0,975MB,128K,Text,872caea5aeed,10 months ago,ibm\granite4.csv,0.9521484375
granite4:1b-base-q4_0,975MB,128K,Text,373f27cac06f,10 months ago,ibm\granite4.csv,0.9521484375
granite3.3:2b-base-q2_K,978MB,128K,Text,87bb55e269d4,1 year ago,ibm\granite3.3.csv,0.955078125
granite3-dense:2b-base-q2_K,978MB,4K,Text,aa3a82c06828,1 year ago,ibm\granite3-dense.csv,0.955078125
granite3.2:2b-instruct-q2_K,978MB,128K,Text,1d3a38db6ba9,1 year ago,ibm\granite3.2.csv,0.955078125
granite3.1-dense:2b-instruct-q2_K,978MB,128K,Text,5eecbc140e7b,1 year ago,ibm\granite3.1-dense.csv,0.955078125
granite3.3:2b-instruct-q2_K,978MB,128K,Text,0f179758a23c,1 year ago,ibm\granite3.3.csv,0.955078125
granite3.1-dense:2b-base-q2_K,978MB,128K,Text,0af90f3e2aa0,1 year ago,ibm\granite3.1-dense.csv,0.955078125
granite4:1b-base-q4_K_S,981MB,128K,Text,c00347af2bb9,10 months ago,ibm\granite4.csv,0.9580078125
granite4:1b-q4_K_S,981MB,128K,Text,41096a47db73,10 months ago,ibm\granite4.csv,0.9580078125
qwen2.5:1.5b-instruct-q4_K_M,986MB,32K,Text,65ec06548149,1 year ago,qwen\qwen2.5.csv,0.962890625
qwen2.5-coder:1.5b-base-q4_K_M,986MB,32K,Text,02e0f2817a89,1 year ago,qwen\qwen2.5-coder.csv,0.962890625
qwen2.5:1.5b-instruct,986MB,32K,Text,65ec06548149,1 year ago,qwen\qwen2.5.csv,0.962890625
qwen2.5-coder:1.5b-instruct,986MB,32K,Text,d7372fd82851,1 year ago,qwen\qwen2.5-coder.csv,0.962890625
qwen2.5-coder:1.5b-base,986MB,32K,Text,02e0f2817a89,1 year ago,qwen\qwen2.5-coder.csv,0.962890625
qwen2:1.5b-instruct-q4_K_M,986MB,32K,Text,0d2a504f5771,2 years ago,qwen\qwen2.csv,0.962890625
qwen2.5-coder:1.5b-instruct-q4_K_M,986MB,32K,Text,d7372fd82851,1 year ago,qwen\qwen2.5-coder.csv,0.962890625
qwen2.5-coder:1.5b,986MB,32K,Text,d7372fd82851,1 year ago,qwen\qwen2.5-coder.csv,0.962890625
qwen2.5:1.5b,986MB,32K,Text,65ec06548149,1 year ago,qwen\qwen2.5.csv,0.962890625
granite3-moe:1b-base-q5_K_M,991MB,4K,Text,237914d52501,1 year ago,ibm\granite3-moe.csv,0.9677734375
qwen2.5-coder:0.5b-instruct-fp16,994MB,32K,Text,06760f570b0a,1 year ago,qwen\qwen2.5-coder.csv,0.970703125
qwen2.5-coder:0.5b-base-fp16,994MB,32K,Text,7df7a5e33f40,1 year ago,qwen\qwen2.5-coder.csv,0.970703125
qwen2:0.5b-instruct-fp16,994MB,32K,Text,f9b12d5481d2,2 years ago,qwen\qwen2.csv,0.970703125
qwen2.5:0.5b-instruct-fp16,994MB,32K,Text,c82efd44bfdc,1 year ago,qwen\qwen2.5.csv,0.970703125
llama-guard3:1b-q4_1,996MB,128K,Text,472f17649b81,1 year ago,llama\llama-guard3.csv,0.97265625
granite3-moe:1b-instruct-q5_1,1.0GB,4K,Text,f1dbdb4ce40f,1 year ago,granite\granite3-moe.csv,1.0
granite3-moe:1b-instruct-q5_1,1.0GB,4K,Text,b67f2065e097,1 year ago,ibm\granite3-moe.csv,1.0
granite3.1-moe:1b-instruct-q5_1,1.0GB,128K,Text,39b91d40cf9e,1 year ago,granite\granite3.1-moe.csv,1.0
qwen2.5-coder:1.5b-instruct-q4_1,1.0GB,32K,Text,29e8647bfa15,1 year ago,qwen\qwen2.5-coder.csv,1.0
granite4:1b-h-base-q5_K_S,1.0GB,1M,Text,d678bd8ddc91,10 months ago,ibm\granite4.csv,1.0
granite4:1b-h-base-q5_K_M,1.0GB,1M,Text,9e3e981b1b33,10 months ago,ibm\granite4.csv,1.0
granite4:1b-h-q5_K_M,1.0GB,1M,Text,2e60bc7b0025,10 months ago,ibm\granite4.csv,1.0
qwen2:1.5b-instruct-q4_1,1.0GB,32K,Text,8cbdd0be53c3,2 years ago,qwen\qwen2.csv,1.0
granite4:1b-h-q5_K_S,1.0GB,1M,Text,8154dcc811d0,10 months ago,ibm\granite4.csv,1.0
granite3-dense:2b-instruct-q2_K,1.0GB,4K,Text,2261d92d6175,1 year ago,granite\granite3-dense.csv,1.0
gemma3:1b-it-qat,1.0GB,32K,Text,b491bd3989c6,1 year ago,gemma\gemma3.csv,1.0
